post_title,post_content,wdm_opening_bid,wdm_lowest_bid,wdm_incremental_val,wdm-image-1,wdm_auction_thumb,wdm-main-image,post_type,wdm_listing_ends,wdm_payment_method,auction-status
Livro Energia para o Brasil,Livro Energia para o Brasil - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Energia-para-o-Brasil-n°218.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Energia-para-o-Brasil-n°218.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro ENGEFORM,Livro ENGEFORM - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Engeform-n°219.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Engeform-n°219.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro ESALQ 100 anos,Livro ESALQ 100 anos - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Esalq-100-anos-n°220.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Esalq-100-anos-n°220.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Esplendor do Barroco,Livro Esplendor do Barroco - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Esplendor-do-Barroco-n°221.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Esplendor-do-Barroco-n°221.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro Esportes ""Ponto de Partida""","Livro Esportes ""Ponto de Partida"" - 01 UND",3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Esporte-Ponto-de-Partida-n°222.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Esporte-Ponto-de-Partida-n°222.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Festival Rio 2010,Livro Festival Rio 2010 - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Festival-do-Rio-2010-n°223.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Festival-do-Rio-2010-n°223.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro Fotografia ""Ousadia em imagens""","Livro Fotografia ""Ousadia em imagens"" - 01 UND",3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Fotografia-Ousadia-nas-Imagens-n°224.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Fotografia-Ousadia-nas-Imagens-n°224.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Fundação Zerrenner 75 anos,Livro Fundação Zerrenner 75 anos - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Fundação-Zerrenner-75-anos-n°225.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Fundação-Zerrenner-75-anos-n°225.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Guiomar Novais do Brasil,Livro Guiomar Novais do Brasil - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Guiomar-Novais-do-Brasil-n°226.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Guiomar-Novais-do-Brasil-n°226.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro HYDRO IV,Livro HYDRO IV - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Hydro-IV-n°227.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Hydro-IV-n°227.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Índios no Brasil,Livro Índios no Brasil - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Índios-no-Brasil-n°228.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Índios-no-Brasil-n°228.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro Irineu Marinho "" Imprensa e Cidade""","Livro Irineu Marinho "" Imprensa e Cidade"" - 01 UND",2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Irineu-Marinho-Imprensa-e-Cidade-n°229.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Irineu-Marinho-Imprensa-e-Cidade-n°229.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro JAMAC ""Jardim Miriam Arte clube""","Livro JAMAC ""Jardim Miriam Arte clube"" - 01 UND",2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-JAMAC-Jardim-Miriam-Arte-Clube-n°230.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-JAMAC-Jardim-Miriam-Arte-Clube-n°230.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro JASPER JOHNS ""Pares trios álbuns""","Livro JASPER JOHNS ""Pares trios álbuns"" - 01 UND",2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Jasper-Johns-Pares-Trios-Álbuns-n°231.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Jasper-Johns-Pares-Trios-Álbuns-n°231.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Jet setter,Livro Jet setter - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Jet-Setter-n°232.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Jet-Setter-n°232.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro João Carlos Martins,Livro João Carlos Martins - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-João-Carlos-Martins-n°233.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-João-Carlos-Martins-n°233.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro LADURÉE salgados ""Receitas""","Livro LADURÉE salgados ""Receitas"" - 01 UND",3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Ladurée-Salgados-n°234.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Ladurée-Salgados-n°234.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Lanchonetes da cidade ,Livro Lanchonetes da cidade  - 05 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Lanchonete-da-Cidade-n°235.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Lanchonete-da-Cidade-n°235.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro Literatura ""No compasso das letras""","Livro Literatura ""No compasso das letras"" - 01 UND",3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Literatura-No-Compasso-das-Letras-n°236.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Literatura-No-Compasso-das-Letras-n°236.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Logoworld,Livro Logoworld - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Logoworld-n°237.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Logoworld-n°237.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Londres ,Livro Londres  - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Londres-n°238.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Londres-n°238.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro LULA,Livro LULA - 02 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Lula-n°239.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Lula-n°239.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Mamma Mia!,Livro Mamma Mia! - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Mamma-Mia-n°240.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Mamma-Mia-n°240.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Manual Basquete de Rua,Livro Manual Basquete de Rua - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Manual-Basquete-de-Rua-n°241.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Manual-Basquete-de-Rua-n°241.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Mestres do Renascimento (Obs.: Só 01 livro está com o caderninho para anotação),Livro Mestres do Renascimento (Obs.: Só 01 livro está com o caderninho para anotação) - 02 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Mestre-Do-Renascimento-n°242.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Mestre-Do-Renascimento-n°242.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Missão Cruls,Livro Missão Cruls - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Missão-Cruls-n°243.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Missão-Cruls-n°243.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Mônica Nador,Livro Mônica Nador - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Mônica-Nador-n°244.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Mônica-Nador-n°244.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Museu botafogo,Livro Museu botafogo - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Museu-Botafogo-n°245.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Museu-Botafogo-n°245.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Museus Brasileiros,Livro Museus Brasileiros - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Museus-Brasileiros-n°246.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Museus-Brasileiros-n°246.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro Música ""Da poeira à eletricidade""","Livro Música ""Da poeira à eletricidade"" - 01 UND",3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Musíca-Da-Poeira-à-Eletrecidade-n°247.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Musíca-Da-Poeira-à-Eletrecidade-n°247.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Napoleão,Livro Napoleão - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Napoleão-n°248.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Napoleão-n°248.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro O livro da economia,Livro O livro da economia - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-O-Livro-Da-Economia-n°249.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-O-Livro-Da-Economia-n°249.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro O livro da filosofia,Livro O livro da filosofia - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-O-livro-da-Filosofia-n°250.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-O-livro-da-Filosofia-n°250.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro O poder da união,Livro O poder da união - 02 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-O-Poder-da-União-n°251.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-O-Poder-da-União-n°251.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro O poder dos modelos replicáveis,Livro O poder dos modelos replicáveis - 02 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/LIvro-O-Poder-dos-modelos-replicaveis-n°252.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/LIvro-O-Poder-dos-modelos-replicaveis-n°252.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro O que interessa é a vida,Livro O que interessa é a vida - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-O-Que-Interessa-é-a-Vida-n°253.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-O-Que-Interessa-é-a-Vida-n°253.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro O silêncio da montanhas,Livro O silêncio da montanhas - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-O-Silêncio-das-montanhas-n°254.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-O-Silêncio-das-montanhas-n°254.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Os Caminhos do Jazz,Livro Os Caminhos do Jazz - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Os-caminhos-do-Jazz-n°255.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Os-caminhos-do-Jazz-n°255.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Os limites do possível,Livro Os limites do possível - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Os-Limites-Do-Possível-n°256.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Os-Limites-Do-Possível-n°256.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Os mandamentos da lucratividade,Livro Os mandamentos da lucratividade - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Os-mandamento-da-Lucratividade-n°257.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Os-mandamento-da-Lucratividade-n°257.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Os protagonistas desta história ,Livro Os protagonistas desta história  - 02 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Os-Protagonístas-desta-História-n°258.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Os-Protagonístas-desta-História-n°258.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Os últimos passos de um vencedor,Livro Os últimos passos de um vencedor - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Os-últimos-passos-de-um-vencedor-n°259.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Os-últimos-passos-de-um-vencedor-n°259.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Palavras do coração,Livro Palavras do coração - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Palavras-do-Coração-°260.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Palavras-do-Coração-°260.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro Paris ""Eros Grans""","Livro Paris ""Eros Grans"" - 01 UND",2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Paris-Eros-Grans-n°261.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Paris-Eros-Grans-n°261.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Passion Throgh our eyes,Livro Passion Throgh our eyes - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Passon-throgh-our-eyes-n°262.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Passon-throgh-our-eyes-n°262.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Pensando Juntos,Livro Pensando Juntos - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Pensanso-Juntos-n°263.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Pensanso-Juntos-n°263.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Porto de Santos 120 anos de historia,Livro Porto de Santos 120 anos de historia - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Porto-de-Santos-120-anos-de-história-n°264.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Porto-de-Santos-120-anos-de-história-n°264.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Rebelião Cultural,Livro Rebelião Cultural - 02 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Rebelião-Cultural-n°265.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Rebelião-Cultural-n°265.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Reinvenção da tradição,Livro Reinvenção da tradição - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Reinvenção-da-tradição-n°266.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Reinvenção-da-tradição-n°266.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Repensando o Brasil: Éticas para todos,Livro Repensando o Brasil: Éticas para todos - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Repensando-o-Brasil-Ética-para-todos-n°267.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Repensando-o-Brasil-Ética-para-todos-n°267.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Retorno de investimentos em comunicação,Livro Retorno de investimentos em comunicação - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Retorno-de-investimentos-em-comunicação-n°268.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Retorno-de-investimentos-em-comunicação-n°268.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Revista de economias & Relações Internacionais,Livro Revista de economias & Relações Internacionais - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Revista-de-Economia-Relações-Internacionais-n°269.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Revista-de-Economia-Relações-Internacionais-n°269.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Rios,Livro Rios - 02 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Rios-n°270.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Rios-n°270.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro Ruth Cardoso Fragmentos de uma vida""","Livro Ruth Cardoso Fragmentos de uma vida"" - 01 UND",2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Ruth-Cardoso-n°271.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Ruth-Cardoso-n°271.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Sabores Brasileiros + Moedor de pimenta,Livro Sabores Brasileiros + Moedor de pimenta - 01 UND,4,4,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Sabores-Brasileiros-+-Moedor-de-Pimenta-n°272.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Sabores-Brasileiros-+-Moedor-de-Pimenta-n°272.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro SEBRAE 40 anos,Livro SEBRAE 40 anos - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-SEBRAE-40-anos-n°273.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-SEBRAE-40-anos-n°273.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Sedes da copa,Livro Sedes da copa - 04 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Sede-da-Copa-n°274.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Sede-da-Copa-n°274.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Será que é possível?,Livro Será que é possível? - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Será-Que-É-Possível-n°275.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Será-Que-É-Possível-n°275.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Serra da Mantigueira,Livro Serra da Mantigueira - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Serra-da-mantiqueira-n°276.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Serra-da-mantiqueira-n°276.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro SIRFS-UP,Livro SIRFS-UP - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Sirfs-Up-n°277.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Sirfs-Up-n°277.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Super Times,Livro Super Times - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-super-times-n°278.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-super-times-n°278.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Temas de anticorrupções ,Livro Temas de anticorrupções  - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Temas-de-Anticorrupção-Compliance-n°279.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Temas-de-Anticorrupção-Compliance-n°279.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro The Best Rivers,Livro The Best Rivers - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-The-Best-Rivers-n°280.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-The-Best-Rivers-n°280.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro The gunn report 2010,Livro The gunn report 2010 - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-The-Gunn-Report-2010-n°281.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-The-Gunn-Report-2010-n°281.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro TIVIT 1998 a 2011,Livro TIVIT 1998 a 2011 - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-TIVIT-1998-a-2011-n°282.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-TIVIT-1998-a-2011-n°282.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Top Lawyers,Livro Top Lawyers - 02 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Top-Lawyers-n°283.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Top-Lawyers-n°283.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Transamérica Esportes,Livro Transamérica Esportes - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Transamérica-Esportes-n°284.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Transamérica-Esportes-n°284.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Tribuna 40 anos de Bahia,Livro Tribuna 40 anos de Bahia - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Tribuna-40-anos-de-Bahia-n°285.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Tribuna-40-anos-de-Bahia-n°285.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro UCP "" Universidade Católica de Petrópolis""","Livro UCP "" Universidade Católica de Petrópolis"" - 01 UND",2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-UCP-Universidade-Católica-de-Petrópolis-n°286.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-UCP-Universidade-Católica-de-Petrópolis-n°286.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Uma Janela para o mundo,Livro Uma Janela para o mundo - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Uma-Janela-para-o-Mundo-n°287.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Uma-Janela-para-o-Mundo-n°287.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Uma semente de esperança,Livro Uma semente de esperança - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Uma-semente-de-esperança-n°288.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Uma-semente-de-esperança-n°288.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Uma trajetória ambientalista,Livro Uma trajetória ambientalista - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Uma-trajetória-ambientalista-n°289.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Uma-trajetória-ambientalista-n°289.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro VERGARA,Livro VERGARA - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Vergara-n°290.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Vergara-n°290.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
